ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
207256,Bulgarian Dialects,"This map shows the division between east and west Bulgarian dialects. It shows a broader picture of the Bulgarian dialect situation. A previous generation of speakers is represented here; the informants were of around 50-60 years of age and the data was collected between 1964 and 1981.  The dividing line shown may be known as the 'Yat border', since it separates the Eastern and Western dialects depending on which variant of the Old Bulgarian 'yat' form is used.",,,,208050_geojson 208165_geojson 208688_geojson ce1620ae508ba611ff2b8c66278e3b91,
473604,Chikitano-Boróroan in South America at the Time of Contact,"The areas pictured display locations of where Chikitano-Boróroan languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,"This folder (Central and South America: Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture."
474070,Chimúan in South America at the Time of Contact,"The areas pictured display locations of where Chimúan languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,"This folder (Central and South America: Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact. The maps may be 
overlaid on each other for a more complete picture."
303824,Chokó in Contemporary South America,This map shows where languages in the Chokó language group were spoken ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,,303827_geojson,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. The maps may be overlaid on each other for a more complete picture.
474115,Chokó in South America at the Time of Contact,"The areas pictured display locations of where Chokó languages were spoken when they were first encountered and knowledge of them was recorded.  As specified by Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,This folder (Central and South America: Time of Contact) contains other maps showing linguistic subgroups and their time of contact.  The maps may be overlaid on each other for a more complete picture.
326364,The Location of Damakawa and Nearby Languages,"This map shows the location of the Damakawa
        language, a moribund Benue-Congo language once
        psoken in three or four villages along the
        Dirindaji-Makuuku Road. The language is now
        remembered only by a few elderly speakers who recall
        only a few words. The language was apparently unknown
        to linguistics until 2008 and the Damakawa ethnicity
        had not previously been mentioned in writing.
        The Damakawa language has been almost entirely replaced
        by the nearby language C'Lela, which is also shown
        on this map along with the Tsuva'di Language. Previous
        speakers of Damakawa now use C'Lela, and most probably
        speak Hausa as well.",Jacob Collard,,,326367_geojson 326389_geojson 326412_geojson 326431_geojson 6bb8398bc99ec629ef75466d6b94c3fa,
12694,Congo: Languages in the Epena district,"This map shows the distribution of languages in the Epena district in the Likouala Region of the People's Republic of the Congo, for the places and languages mentioned in Gardner (2006) that were possible to find coordinates for in the [National Geospatial intelligence Agency's online database](http://geonames.nga.mil).
  The [Gardner (2006)](http://www.sil.org/silesr/2008/silesr2008-020.pdf) paper is based on two language surveys conducted in 1988 and 1989.
The map also contains vegetation data from shapefiles assembled at the the University of Maryland (based on Descoings 1969).",Susanne Vejdemo,,,12714_geojson,
360405,"Cushitic, Omotic: The Spread of Cushitic and Omotic (Newman)","This map outlines the early years of Cushitic spreading and some of the resulting diversity.  In his book, Newman discusses how changes in agriculture lead to the diversification of Cushitic.  Central Cushitic developed among grain cultivators and herders, and when groups migrated south into Tanzania and Kenya, their language became what is now known as southern Cushitic.  Northern Cushitic was located predominantly in the arid lowlands, while the eastern branch was located in the southern rift valleys.  He argues that ensete cultivators, which had once been thought to speak ""western Cushitic"", were most likely Omotic speakers.",,,,e7a6f6d689007771b81922f7788bd274,
209839,Dialects of Macedonia,"The chief bundle of isoglosses gives an indication of the split between Eastern and Western regions of Macedonia.  Along with this geographical split, there is also a split in tendencies between Eastern and Western dialects. One distinction is that Western dialects tend to have fixed stress patterns, whereas Eastern dialects have a varying distribution of stress.",,,,0041880ab07504fc93aea66f8fa27ad2 209982_geojson 210016_geojson 302778_geojson,
343843,Distribution of Common Australian Vocabulary Reflexes,"A new Approach to Australian Linguistics
        (Capell 1956) established a a series of
        at least fifty proto-forms which have 
        potential descendents (reflexes) in 
        languages throughout Australia. This
        body of vocabulary is referred to as
        ""Common Australian"". This map shows the
        presence of these vocabulary items in
        various regions of the Australian
        continent, describing how many Common
        Australian proto-forms have been
        identified as reflexes in Australain
        languages. Assuming that the presence
        of Common Australian vocabulary items
        is evidence for a typological relationship,
        this map can be used as a basis for
        further research into Australian
        historical linguistics, particularly
        when combined with structural information.
        The details of this map reveal that the
        majority of Common Australian reflexes
        are located in the Wati group in the states
        of Western Australia, the Northern Territory,
        and South Australia. The presence of
        reflexes remains high throughout these states
        and is also high among the Wiradjuric family
        of central New South Wales. From these
        families and regions, the presence of
        Common Australian reflexes gradually
        weakens.",Jacob ,,,344374_geojson 344432_geojson 47099918349d402b0a0c028b16efd989,"[Languages of Tasmania (O'Grady and Jones)](ContributionTable#cldf:333023)
        [Languages of Tasmania (Schmidt and Capell)](ContributionTable#cldf:332820)"
342473,Distribution of Khoisan lineages in the early colonial period,"This map depicts the distribution of Khoisan languages in the early colonial period. During this time, southern Africa hosted two genetically unrelated language groups: Khoe (Central Khoisan), which belongs to the Khoe-Kwadi family; and Tuu (Southern Khoisan), which has been placed with Ju (Northern Khoisan) and ǂHõa, a language isolate, in a non-genetic typological grouping called <i>Non-Khoe</i> on the basis of morphosyntactic similarities.",,,,342477_geojson 342821_geojson d345387232f3bd10bc7e1c2dc292930b,
341980,Distribution of Salishan Languages,This map illustrates the distribution of Salishan languages during pre-colonial contact.,,,,341983_geojson 476668d31012902cf066ca1997dfe5d3,
320125,Vanuatu,,,,,351482_geojson 351503_geojson,
336030,"Dynasties in North-West Africa, 757 to 976","This map depicts various Muslim dynasties in northwestern Africa between the eighth and tenth centuries. Two Berber groups, the Midrarites and the Rustamids, dominated the region of Sijilmasa during this time. At the same time, and Idrisid dynasty, which was started by Idris ibn Abdallah, governed the region of Fez from 788 until 974. The Aghlabids, in turn, controlled what is now Tunisia and part of Algeria between the years of 800 and 909; they also conquered Sicily, Malta, and Sardinia during this period.",,,,336268_geojson 336318_geojson 336373_geojson 336551_geojson 338461_geojson 338520_geojson 338543_geojson 338566_geojson 62ea11ab1ad3e9cae25546ea55df2512,
342016,"Early Major Indian Tribes, Culture Areas and Linguistic Stocks (Sturevant)","This map shows the early Native American tribes of what are now the contiguous 48 U.S. states, as hypothesized by Sturtevant. He notes that the tribal distributions depicted are sometimes arbitrary, as the information used to determine them was gathered over a large span of time (Sturtevant).",,,,17ed7e7700516307ca65c47177cd4d6f,
311944,East Asia: Altaic Languages,"This map displays the locations where Altaic languages are spoken in East Asia. These languages are  spoken across a large area that includes northern China, Mongolia, and their neighboring countries. The mixed areas indicate regions in which additional languages are spoken that cross language family boundaries. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,,
311801,East Asia: Austronesian Languages,"This map displays the locations where Austronesian languages are spoken throughout East Asia. While these languages are primarily spoken in Taiwan, the extent of this language family also includes a small area in Hainan province off the coast of mainland China. The mixed areas indicate regions where other languages are spoken that cross language family boundaries. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,,
